Series_Title,Released_Year,Runtime,IMDB_Rating,Overview,Meta_score,No_of_Votes,Gross,overview_tokens,Genre_Action,Genre_Adventure,Genre_Animation,Genre_Biography,Genre_Comedy,Genre_Crime,Genre_Drama,Genre_Family,Genre_Fantasy,Genre_Film-Noir,Genre_History,Genre_Horror,Genre_Music,Genre_Musical,Genre_Mystery,Genre_Romance,Genre_Sci-Fi,Genre_Sport,Genre_Thriller,Genre_War,Genre_Western,Cert_16,Cert_A,Cert_Approved,Cert_G,Cert_GP,Cert_PG,Cert_PG-13,Cert_Passed,Cert_R,Cert_TV-14,Cert_TV-MA,Cert_TV-PG,Cert_U,Cert_U/A,Cert_UA,Cert_Unrated,Director_Group,Star1_Group,Star2_Group,Star3_Group,Star4_Group
Touch of Evil,1958.0,95,8.0,"A stark, perverse story of murder, kidnapping, and police corruption in a Mexican border town.",99.0,98431,"2,237,659","['stark', 'perverse', 'story', 'murder', 'kidnapping', 'police', 'corruption', 'mexican', 'border', 'town']",0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,4,2,2,2,2
Cat on a Hot Tin Roof,1958.0,108,8.0,Brick is an alcoholic ex-football player who drinks his days away and resists the affections of his wife. A reunion with his terminal father jogs a host of memories and revelations for both father and son.,84.0,45062,"17,570,324","['brick', 'alcoholic', 'ex', 'football', 'player', 'drink', 'day', 'away', 'resist', 'affection', 'wife', 'reunion', 'terminal', 'father', 'jog', 'host', 'memory', 'revelation', 'father', 'son']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,1,2,2,2
Sweet Smell of Success,1957.0,96,8.0,Powerful but unethical Broadway columnist J.J. Hunsecker coerces unscrupulous press agent Sidney Falco into breaking up his sister's romance with a jazz musician.,100.0,28137,13605777.6,"['powerful', 'unethical', 'broadway', 'columnist', 'hunsecker', 'coerce', 'unscrupulous', 'press', 'agent', 'sidney', 'falco', 'break', 'sister', 'romance', 'jazz', 'musician']",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,3,2,2
The Killing,1956.0,84,8.0,Crook Johnny Clay assembles a five man team to plan and execute a daring race-track robbery.,91.0,81702,9912794.0,"['crook', 'johnny', 'clay', 'assemble', 'man', 'team', 'plan', 'execute', 'daring', 'race', 'track', 'robbery']",0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,4,2,2,2,2
The Night of the Hunter,1955.0,92,8.0,"A religious fanatic marries a gullible widow whose young children are reluctant to tell him where their real daddy hid the $10,000 he'd stolen in a robbery.",99.0,81980,"654,000","['religious', 'fanatic', 'marrie', 'gullible', 'widow', 'young', 'child', 'reluctant', 'tell', 'real', 'daddy', 'hide', 'steal', 'robbery']",0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,2,2,2
La Strada,1954.0,108,8.0,"A care-free girl is sold to a traveling entertainer, consequently enduring physical and emotional pain along the way.",89.3826642839795,58314,10512391.2,"['care', 'free', 'girl', 'sell', 'travel', 'entertainer', 'consequently', 'endure', 'physical', 'emotional', 'pain', 'way']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2,3,2,2,2
Les diaboliques,1955.0,117,8.0,The wife and mistress of a loathed school principal plan to murder him with what they believe is the perfect alibi.,83.38887161630844,61503,10739744.1,"['wife', 'mistress', 'loathe', 'school', 'principal', 'plan', 'murder', 'believe', 'perfect', 'alibi']",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,2,2,2,2
Stalag 17,1953.0,120,8.0,"When two escaping American World War II prisoners are killed, the German P.O.W. camp barracks black marketeer, J.J. Sefton, is suspected of being an informer.",84.0,51046,13589940.1,"['escape', 'american', 'world', 'war', 'ii', 'prisoner', 'kill', 'german', 'camp', 'barrack', 'black', 'marketeer', 'sefton', 'suspect', 'informer']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4,3,2,2,2
Roman Holiday,1953.0,118,8.0,A bored and sheltered princess escapes her guardians and falls in love with an American newsman in Rome.,78.0,127256,12391035.1,"['bored', 'sheltered', 'princess', 'escape', 'guardian', 'fall', 'love', 'american', 'newsman', 'rome']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,2,2,2,2
A Streetcar Named Desire,1951.0,122,8.0,Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.,97.0,99182,"8,000,000","['disturbed', 'blanche', 'dubois', 'move', 'sister', 'new', 'orleans', 'torment', 'brutish', 'brother', 'law', 'reality', 'crumble']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,4,2,2
In a Lonely Place,1950.0,94,8.0,"A potentially violent screenwriter is a murder suspect until his lovely neighbor clears him. However, she soon starts to have her doubts.",89.26461538658552,26784,9159891.2,"['potentially', 'violent', 'screenwriter', 'murder', 'suspect', 'lovely', 'neighbor', 'clear', 'soon', 'start', 'doubt']",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1,2,2,2,2
Kind Hearts and Coronets,1949.0,106,8.0,A distant poor relative of the Duke D'Ascoyne plots to inherit the title by murdering the eight other heirs who stand ahead of him in the line of succession.,76.6858239959713,34485,9463747.4,"['distant', 'poor', 'relative', 'duke', 'plot', 'inherit', 'title', 'murder', 'heir', 'stand', 'ahead', 'line', 'succession']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2,2,4,2,2
Rope,1948.0,80,8.0,Two men attempt to prove they committed the perfect crime by hosting a dinner party after strangling their former classmate to death.,73.0,129783,12274779.8,"['man', 'attempt', 'prove', 'commit', 'perfect', 'crime', 'host', 'dinner', 'party', 'strangle', 'classmate', 'death']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,4,2,2,2
Out of the Past,1947.0,97,8.0,"A private eye escapes his past to run a gas station in a small town, but his past catches up with him. Now he must return to the big city world of danger, corruption, double crosses and duplicitous dames.",94.93368734329326,32784,8919432.4,"['private', 'eye', 'escape', 'past', 'run', 'gas', 'station', 'small', 'town', 'past', 'catch', 'return', 'big', 'city', 'world', 'danger', 'corruption', 'double', 'crosse', 'duplicitous', 'dame']",0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,2,2,2
Brief Encounter,1945.0,86,8.0,"Meeting a stranger in a railway station, a woman is tempted to cheat on her husband.",92.0,35601,13358506.5,"['meet', 'stranger', 'railway', 'station', 'woman', 'tempt', 'cheat', 'husband']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,2,2,2,2
Laura,1944.0,88,8.0,A police detective falls in love with the woman whose murder he is investigating.,92.22203763079555,42725,"4,360,000","['police', 'detective', 'fall', 'love', 'woman', 'murder', 'investigate']",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2,2,2,2,2
The Best Years of Our Lives,1946.0,170,8.0,Three World War II veterans return home to small-town America to discover that they and their families have been irreparably changed.,93.0,57259,"23,650,000","['world', 'war', 'ii', 'veteran', 'return', 'home', 'small', 'town', 'america', 'discover', 'family', 'irreparably', 'change']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,3,2,2,2,2
Arsenic and Old Lace,1942.0,118,8.0,A writer of books on the futility of marriage risks his reputation when he decides to get married. Things get even more complicated when he learns on his wedding day that his beloved maiden aunts are habitual murderers.,86.94126769360085,65101,10570991.2,"['writer', 'book', 'futility', 'marriage', 'risk', 'reputation', 'decide', 'marry', 'thing', 'complicated', 'learn', 'wedding', 'day', 'beloved', 'maiden', 'aunt', 'habitual', 'murderer']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4,2,2,2,2
The Maltese Falcon,1941.0,100,8.0,"A private detective takes on a case that involves him with three eccentric criminals, a gorgeous liar, and their quest for a priceless statuette.",96.0,148928,"2,108,060","['private', 'detective', 'take', 'case', 'involve', 'eccentric', 'criminal', 'gorgeous', 'liar', 'quest', 'priceless', 'statuette']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2,2,2,2,2
The Grapes of Wrath,1940.0,129,8.0,"A poor Midwest family is forced off their land. They travel to California, suffering the misfortunes of the homeless in the Great Depression.",96.0,85559,"55,000","['poor', 'midwest', 'family', 'force', 'land', 'travel', 'california', 'suffer', 'misfortune', 'homeless', 'great', 'depression']",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2,4,2,2,2
The Wizard of Oz,1939.0,102,8.0,Dorothy Gale is swept away from a farm in Kansas to a magical land of Oz in a tornado and embarks on a quest with her new friends to see the Wizard who can help her return home to Kansas and help her friends as well.,92.0,371379,"2,076,020","['dorothy', 'gale', 'sweep', 'away', 'farm', 'kansas', 'magical', 'land', 'oz', 'tornado', 'embark', 'quest', 'new', 'friend', 'wizard', 'help', 'return', 'home', 'kansas', 'help', 'friend']",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,3,2,2,2
La règle du jeu,1939.0,110,8.0,"A bourgeois life in France at the onset of World War II, as the rich and their poor servants meet up at a French chateau.",77.99708734415515,26725,9479779.7,"['bourgeois', 'life', 'france', 'onset', 'world', 'war', 'ii', 'rich', 'poor', 'servant', 'meet', 'french', 'chateau']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,2,2,2,2
The Thin Man,1934.0,91,8.0,"Former detective Nick Charles and his wealthy wife Nora investigate a murder case, mostly for the fun of it.",86.0,26642,8258032.4,"['detective', 'nick', 'charles', 'wealthy', 'wife', 'nora', 'investigate', 'murder', 'case', 'fun']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2,2,2,2,2
All Quiet on the Western Front,1930.0,152,8.0,"A German youth eagerly enters World War I, but his enthusiasm wanes as he gets a firsthand view of the horror.",91.0,57318,"3,270,000","['german', 'youth', 'eagerly', 'enter', 'world', 'war', 'enthusiasm', 'wane', 'get', 'firsthand', 'view', 'horror']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2,2,2,2,2
Bronenosets Potemkin,1925.0,75,8.0,"In the midst of the Russian Revolution of 1905, the crew of the battleship Potemkin mutiny against the brutal, tyrannical regime of the vessel's officers. The resulting street demonstration in Odessa brings on a police massacre.",97.0,53054,"50,970","['midst', 'russian', 'revolution', 'crew', 'battleship', 'potemkin', 'mutiny', 'brutal', 'tyrannical', 'regime', 'vessel', 'officer', 'result', 'street', 'demonstration', 'odessa', 'bring', 'police', 'massacre']",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2,2,2,2,2
Knives Out,2019.0,130,7.9,"A detective investigates the death of a patriarch of an eccentric, combative family.",82.0,454203,"165,359,751","['detective', 'investigate', 'death', 'patriarch', 'eccentric', 'combative', 'family']",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,1,1,2,2
Dil Bechara,2020.0,101,7.9,"The emotional journey of two hopelessly in love youngsters, a young girl, Kizie, suffering from cancer, and a boy, Manny, whom she meets at a support group.",79.09100694738548,111478,9580293.4,"['emotional', 'journey', 'hopelessly', 'love', 'youngster', 'young', 'girl', 'kizie', 'suffer', 'cancer', 'boy', 'manny', 'meet', 'support', 'group']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,2,2,2,2
Manbiki kazoku,2018.0,121,7.9,A family of small-time crooks take in a child they find outside in the cold.,93.0,62754,"3,313,513","['family', 'small', 'time', 'crook', 'child', 'find', 'outside', 'cold']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,2,2,2
Marriage Story,2019.0,137,7.9,Noah Baumbach's incisive and compassionate look at a marriage breaking up and a family staying together.,94.0,246644,"2,000,000","['noah', 'baumbach', 'incisive', 'compassionate', 'look', 'marriage', 'break', 'family', 'stay']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2,2,1,2,2
Call Me by Your Name,2017.0,132,7.9,"In 1980s Italy, romance blossoms between a seventeen-year-old student and the older man hired as his father's research assistant.",93.0,212651,"18,095,701","['italy', 'romance', 'blossom', 'seventeen', 'year', 'old', 'student', 'old', 'man', 'hire', 'father', 'research', 'assistant']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,2,2,2,2
"I, Daniel Blake",2016.0,100,7.9,"After having suffered a heart-attack, a 59-year-old carpenter must fight the bureaucratic forces of the system in order to receive Employment and Support Allowance.",78.0,53818,"258,168","['having', 'suffer', 'heart', 'attack', 'year', 'old', 'carpenter', 'fight', 'bureaucratic', 'force', 'system', 'order', 'receive', 'employment', 'support', 'allowance']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,2,2,2,2
Isle of Dogs,2018.0,101,7.9,"Set in Japan, Isle of Dogs follows a boy's odyssey in search of his lost dog.",82.0,139114,"32,015,231","['set', 'japan', 'isle', 'dogs', 'follow', 'boy', 'odyssey', 'search', 'lose', 'dog']",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,2,2,1,2
Hunt for the Wilderpeople,2016.0,101,7.9,A national manhunt is ordered for a rebellious kid and his foster uncle who go missing in the wild New Zealand bush.,81.0,111483,"5,202,582","['national', 'manhunt', 'order', 'rebellious', 'kid', 'foster', 'uncle', 'miss', 'wild', 'new', 'zealand', 'bush']",0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,2,2,2,2
Captain Fantastic,2016.0,118,7.9,"In the forests of the Pacific Northwest, a father devoted to raising his six kids with a rigorous physical and intellectual education is forced to leave his paradise and enter the world, challenging his idea of what it means to be a parent.",72.0,189400,"5,875,006","['forest', 'pacific', 'northwest', 'father', 'devote', 'raise', 'kid', 'rigorous', 'physical', 'intellectual', 'education', 'force', 'leave', 'paradise', 'enter', 'world', 'challenge', 'idea', 'mean', 'parent']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2,3,4,2,2
Sing Street,2016.0,106,7.9,A boy growing up in Dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes.,79.0,85109,"3,237,118","['boy', 'grow', 'dublin', 'escape', 'strained', 'family', 'life', 'start', 'band', 'impress', 'mysterious', 'girl', 'like']",0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1,2,2,2,2
Thor: Ragnarok,2017.0,130,7.9,"Imprisoned on the planet Sakaar, Thor must race against time to return to Asgard and stop Ragnarök, the destruction of his world, at the hands of the powerful and ruthless villain Hela.",74.0,587775,"315,058,289","['imprison', 'planet', 'sakaar', 'thor', 'race', 'time', 'return', 'asgard', 'stop', 'ragnarök', 'destruction', 'world', 'hand', 'powerful', 'ruthless', 'villain', 'hela']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,2,2,2,4
Nightcrawler,2014.0,117,7.9,"When Louis Bloom, a con man desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story.",76.0,466134,"32,381,218","['louis', 'bloom', 'con', 'man', 'desperate', 'work', 'muscle', 'world', 'crime', 'journalism', 'blur', 'line', 'observer', 'participant', 'star', 'story']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,1,2,2,2
Jojo Rabbit,2019.0,108,7.9,A young boy in Hitler's army finds out his mother is hiding a Jewish girl in their home.,58.0,297918,"349,555","['young', 'boy', 'hitler', 'army', 'find', 'mother', 'hide', 'jewish', 'girl', 'home']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,2,2,3,2
Arrival,2016.0,116,7.9,A linguist works with the military to communicate with alien lifeforms after twelve mysterious spacecrafts appear around the world.,81.0,594181,"100,546,139","['linguist', 'work', 'military', 'communicate', 'alien', 'lifeform', 'mysterious', 'spacecraft', 'appear', 'world']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,2,1,2,2
Star Wars: Episode VII - The Force Awakens,2015.0,138,7.9,"As a new threat to the galaxy rises, Rey, a desert scavenger, and Finn, an ex-stormtrooper, must join Han Solo and Chewbacca to search for the one hope of restoring peace.",80.0,860823,"936,662,225","['new', 'threat', 'galaxy', 'rise', 'rey', 'desert', 'scavenger', 'finn', 'ex', 'stormtrooper', 'join', 'han', 'solo', 'chewbacca', 'search', 'hope', 'restore', 'peace']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,2,2,1,2
Before Midnight,2013.0,109,7.9,We meet Jesse and Celine nine years on in Greece. Almost two decades have passed since their first meeting on that train bound for Vienna.,94.0,141457,"8,114,627","['meet', 'jesse', 'celine', 'year', 'greece', 'decade', 'pass', 'meeting', 'train', 'bind', 'vienna']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,2,2,2,2
X-Men: Days of Future Past,2014.0,132,7.9,The X-Men send Wolverine to the past in a desperate effort to change history and prevent an event that results in doom for both humans and mutants.,75.0,659763,"233,921,534","['x', 'men', 'send', 'wolverine', 'past', 'desperate', 'effort', 'change', 'history', 'prevent', 'event', 'result', 'doom', 'human', 'mutant']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4,2,4,2,2
Bir Zamanlar Anadolu'da,2011.0,157,7.9,A group of men set out in search of a dead body in the Anatolian steppes.,82.0,41995,"138,730","['group', 'man', 'set', 'search', 'dead', 'body', 'anatolian', 'steppe']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,2,2,2
The Artist,2011.0,100,7.9,An egomaniacal film star develops a relationship with a young dancer against the backdrop of Hollywood's silent era.,89.0,230624,"44,671,682","['egomaniacal', 'film', 'star', 'develop', 'relationship', 'young', 'dancer', 'backdrop', 'hollywood', 'silent', 'era']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2,2,2,2,2
Edge of Tomorrow,2014.0,113,7.9,"A soldier fighting aliens gets to relive the same day over and over again, the day restarting every time he dies.",71.0,600004,"100,206,256","['soldier', 'fight', 'alien', 'get', 'relive', 'day', 'day', 'restart', 'time', 'die']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,1,2,2,2
Amour,2012.0,127,7.9,"Georges and Anne are an octogenarian couple. They are cultivated, retired music teachers. Their daughter, also a musician, lives in Britain with her family. One day, Anne has a stroke, and the couple's bond of love is severely tested.",94.0,93090,"6,739,492","['george', 'anne', 'octogenarian', 'couple', 'cultivate', 'retire', 'music', 'teacher', 'daughter', 'musician', 'live', 'britain', 'family', 'day', 'anne', 'stroke', 'couple', 'bond', 'love', 'severely', 'test']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,2,2,2,2
The Irishman,2019.0,209,7.9,"An old man recalls his time painting houses for his friend, Jimmy Hoffa, through the 1950-70s.",94.0,324720,"7,000,000","['old', 'man', 'recall', 'time', 'paint', 'house', 'friend', 'jimmy', 'hoffa']",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4,3,4,4,2
Un prophète,2009.0,155,7.9,A young Arab man is sent to a French prison.,90.0,93560,"2,084,637","['young', 'arab', 'man', 'send', 'french', 'prison']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,2,2,2
Moon,2009.0,97,7.9,"Astronaut Sam Bell has a quintessentially personal encounter toward the end of his three-year stint on the Moon, where he, working alongside his computer, GERTY, sends back to Earth parcels of a resource that has helped diminish our planet's power problems.",67.0,335152,"5,009,677","['astronaut', 'sam', 'bell', 'quintessentially', 'personal', 'encounter', 'end', 'year', 'stint', 'moon', 'work', 'alongside', 'computer', 'gerty', 'send', 'earth', 'parcel', 'resource', 'help', 'diminish', 'planet', 'power', 'problem']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2,2,2,2,2
Låt den rätte komma in,2008.0,114,7.9,"Oskar, an overlooked and bullied boy, finds love and revenge through Eli, a beautiful but peculiar girl.",82.0,205609,"2,122,065","['oskar', 'overlooked', 'bully', 'boy', 'find', 'love', 'revenge', 'eli', 'beautiful', 'peculiar', 'girl']",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2,2,2,2,2
District 9,2009.0,112,7.9,Violence ensues after an extraterrestrial race forced to live in slum-like conditions on Earth finds a kindred spirit in a government agent exposed to their biotechnology.,81.0,638202,"115,646,235","['violence', 'ensue', 'extraterrestrial', 'race', 'force', 'live', 'slum', 'like', 'condition', 'earth', 'find', 'kindre', 'spirit', 'government', 'agent', 'expose', 'biotechnology']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,2,2,2
The Wrestler,2008.0,109,7.9,"A faded professional wrestler must retire, but finds his quest for a new life outside the ring a dispiriting struggle.",80.0,289415,"26,236,603","['faded', 'professional', 'wrestler', 'retire', 'find', 'quest', 'new', 'life', 'outside', 'ring', 'dispiriting', 'struggle']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3,2,1,2,2
Jab We Met,2007.0,138,7.9,A depressed wealthy businessman finds his life changing after he meets a spunky and care-free young woman.,79.09100694738548,47720,"410,800","['depressed', 'wealthy', 'businessman', 'find', 'life', 'change', 'meet', 'spunky', 'care', 'free', 'young', 'woman']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,2,2,2,2
Boyhood,2014.0,165,7.9,"The life of Mason, from early childhood to his arrival at college.",100.0,335533,"25,379,975","['life', 'mason', 'early', 'childhood', 'arrival', 'college']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,1,2,2
"4 luni, 3 saptamâni si 2 zile",2007.0,113,7.9,A woman assists her friend in arranging an illegal abortion in 1980s Romania.,97.0,56625,"1,185,783","['woman', 'assist', 'friend', 'arrange', 'illegal', 'abortion', 'romania']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2,2,2,2,2
Star Trek,2009.0,127,7.9,The brash James T. Kirk tries to live up to his father's legacy with Mr. Spock keeping him in check as a vengeful Romulan from the future creates black holes to destroy the Federation one planet at a time.,82.0,577336,"257,730,019","['brash', 'james', 'kirk', 'try', 'live', 'father', 'legacy', 'spock', 'keep', 'check', 'vengeful', 'romulan', 'future', 'create', 'black', 'hole', 'destroy', 'federation', 'planet', 'time']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,0,1,2,2
In Bruges,2008.0,107,7.9,"Guilt-stricken after a job gone wrong, hitman Ray and his partner await orders from their ruthless boss in Bruges, Belgium, the last place in the world Ray wants to be.",67.0,390334,"7,757,130","['guilt', 'stricken', 'job', 'go', 'wrong', 'hitman', 'ray', 'partner', 'await', 'order', 'ruthless', 'boss', 'bruges', 'belgium', 'place', 'world', 'ray', 'want']",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3,2,2,3,2
The Man from Earth,2007.0,87,7.9,An impromptu goodbye party for Professor John Oldman becomes a mysterious interrogation after the retiring scholar reveals to his colleagues he has a longer and stranger past than they can imagine.,77.71468515533552,174125,9059227.5,"['impromptu', 'goodbye', 'party', 'professor', 'john', 'oldman', 'mysterious', 'interrogation', 'retire', 'scholar', 'reveal', 'colleague', 'long', 'strange', 'past', 'imagine']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2,2,2,2,2
